LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
VMJTQ8KJZ7,47,14425,161193,422,162,6,9.56,24,0.87,Master's,Part-time,Single,No,No,Education,No,1
9ZW61XR6W4,55,26032,133563,657,78,1,16.76,72,0.74,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,1
JG4IU07SUP,55,12198,42487,827,4,1,6.41,12,0.53,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1
13M3O15JPZ,62,128865,169433,365,315,3,11.21,12,0.57,High School,Part-time,Divorced,Yes,Yes,Home Improvement,Yes,1
8AE0HHK5TH,68,149777,26223,674,119,8,7.6,36,0.98,Master's,Full-time,Married,Yes,No,Business,Yes,0
OD3HKSTTAA,71,33236,77930,461,301,8,18.31,12,0.97,High School,Self-employed,Married,No,No,Other,No,0
PU7YY7ZH78,25,97955,150128,679,177,4,23.77,12,0.29,Master's,Unemployed,Widowed,Yes,Yes,Education,No,0
UMG1VYV2G3,44,113145,33380,657,175,6,24.9,36,0.83,Bachelor's,Self-employed,Widowed,No,Yes,Other,Yes,1
M8WJFARF2O,44,104914,31035,487,216,8,12.91,60,0.28,High School,Self-employed,Single,No,Yes,Auto,No,0
6W8VI42NL6,51,112870,35620,621,55,7,8.56,60,0.29,High School,Unemployed,Widowed,No,Yes,Business,No,0
PW9W6ZS0WJ,38,126243,155949,749,186,7,12.74,36,0.71,Master's,Part-time,Married,No,Yes,Business,Yes,0
EGN1YO9D2G,47,24596,191388,773,231,4,21.64,48,0.46,PhD,Unemployed,Divorced,Yes,No,Other,Yes,1
J5M64NFIFL,50,142351,122360,312,254,9,7.53,12,0.94,Master's,Full-time,Divorced,Yes,No,Auto,No,1
IU1JNCHSOS,45,121496,58352,483,103,6,23.95,12,0.18,PhD,Part-time,Single,Yes,Yes,Other,Yes,0
Q3UFSUOAEX,64,140273,166983,410,76,3,10.52,36,0.56,Master's,Self-employed,Widowed,No,No,Home Improvement,No,0
7LCESNKBKR,50,148155,168856,807,229,5,24.69,36,0.93,Bachelor's,Part-time,Single,Yes,No,Business,No,1
QTHDWIE1AL,22,130674,8191,589,257,5,21.45,48,0.91,High School,Part-time,Married,Yes,Yes,Business,No,1
KTN3H70GTF,77,130307,169232,594,263,5,20.79,72,0.24,Master's,Full-time,Widowed,Yes,No,Home Improvement,No,1
QT4P323J21,78,29063,95536,750,330,8,9.99,60,0.43,Bachelor's,Part-time,Single,No,No,Auto,No,1
SB4WU3BAGD,65,77642,109576,514,181,9,3.19,24,0.66,Master's,Part-time,Divorced,Yes,Yes,Business,No,0
VB6I5HGQF4,36,100093,185795,326,255,9,11.41,72,0.24,High School,Part-time,Divorced,No,Yes,Education,Yes,1
HCPJ7W5TND,21,45954,8631,530,37,6,9.64,60,0.97,Master's,Self-employed,Single,Yes,No,Education,No,0
BC42DD9NUZ,52,37856,142244,620,175,6,3.82,12,0.92,PhD,Part-time,Single,No,Yes,Auto,Yes,1
2P5OFJ8LP9,66,12573,47080,532,26,9,14.12,72,0.25,High School,Unemployed,Single,Yes,No,Home Improvement,No,0
0U8371HPVG,34,45367,95353,736,275,4,11.87,36,0.21,PhD,Part-time,Married,Yes,Yes,Other,Yes,0
TXLRJR0W17,61,109608,156353,832,139,6,16.96,48,0.18,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,1
7194WJZHKU,45,70774,33671,702,298,4,16.67,60,0.92,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,0
S7X6ENLMDH,47,33752,127811,352,286,1,5.66,48,0.27,Master's,Part-time,Married,Yes,Yes,Auto,No,0
0MC9K7MYM9,46,65029,187503,612,90,7,24.49,60,0.47,PhD,Self-employed,Married,Yes,No,Education,Yes,0
IC5QJ481L0,63,140282,132734,580,60,6,7.11,72,0.5,PhD,Unemployed,Widowed,No,Yes,Home Improvement,Yes,1
TNFSYOJ790,70,61693,164674,330,346,9,12.8,12,0.64,High School,Part-time,Married,No,Yes,Education,No,1
BT7H0BQMNC,23,126739,56399,636,162,7,13.74,24,0.16,PhD,Unemployed,Widowed,No,No,Home Improvement,Yes,1
HBQIQIS17V,52,65961,159544,482,350,7,20.89,48,0.3,PhD,Full-time,Married,No,No,Other,Yes,0
LLOYNE8DNM,77,136678,185302,322,142,2,5.18,48,0.94,High School,Self-employed,Divorced,Yes,No,Auto,No,0
XROYRP828F,58,84532,12099,843,252,9,12.43,24,0.92,High School,Unemployed,Single,Yes,No,Business,Yes,0
EXLMH933SZ,54,91994,161503,745,268,9,16.83,48,0.8,PhD,Self-employed,Divorced,No,Yes,Business,Yes,0
XUKX07OPYM,41,66133,61492,373,290,6,7.73,48,0.12,Master's,Part-time,Married,Yes,No,Home Improvement,No,1
PFLDPD2SRY,46,71268,101722,309,186,3,16.8,60,0.39,High School,Full-time,Single,No,Yes,Home Improvement,Yes,0
JUXZTFLCRM,66,41653,183756,783,303,1,23.32,60,0.67,High School,Self-employed,Single,Yes,No,Education,Yes,0
4QFOBGK5XD,63,131829,35111,755,290,4,24.95,24,0.35,PhD,Part-time,Single,No,Yes,Business,Yes,0
6GRQ5SPAUT,70,138377,68936,459,85,3,3.71,12,0.92,PhD,Unemployed,Widowed,Yes,No,Education,Yes,1
NXAYMMTU94,48,11622,158686,313,165,1,8.18,72,0.67,High School,Full-time,Divorced,No,Yes,Other,No,0
Y7UP7PG7CG,52,58756,178063,477,113,3,9.83,72,0.16,PhD,Full-time,Widowed,No,Yes,Business,No,1
5V10MKXB8P,77,50809,65920,711,355,4,11.78,48,0.92,High School,Unemployed,Single,Yes,No,Other,No,1
YVCSFQ1F6J,50,26725,68530,352,182,8,8.33,12,0.96,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,0
7I9E9E9Q8K,69,61226,172296,707,206,9,7.48,24,0.17,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,0
5UST9ZXEF7,78,91182,12788,321,255,3,24.0,24,0.58,High School,Self-employed,Married,No,Yes,Home Improvement,No,0
WEVTLI90SS,38,39402,33082,329,234,6,23.21,60,0.37,High School,Full-time,Widowed,Yes,Yes,Business,No,0
UON7SEX450,49,14263,128287,559,354,5,4.03,48,0.45,Bachelor's,Unemployed,Widowed,No,No,Education,Yes,1
9J4WWKXQLM,40,57924,94570,504,2,6,10.45,36,0.26,Bachelor's,Self-employed,Married,Yes,Yes,Home Improvement,Yes,1
UXBFX43W2V,50,84182,106015,358,207,4,11.91,24,0.62,PhD,Part-time,Widowed,Yes,Yes,Auto,Yes,1
10WOIMF9LD,20,45737,88588,770,196,6,8.26,48,0.96,PhD,Full-time,Single,No,No,Business,No,1
0LIPU5AIZD,35,111332,152603,765,340,7,16.84,12,0.55,High School,Unemployed,Single,No,No,Other,Yes,1
6K1BMP6IUD,42,99563,93340,311,124,9,17.09,60,0.17,High School,Part-time,Widowed,Yes,No,Auto,Yes,1
WQRYNZA9JM,59,138575,99439,589,137,7,21.71,72,0.66,Bachelor's,Full-time,Married,No,Yes,Home Improvement,Yes,1
56KJTW4NMR,48,111371,180929,653,338,6,19.3,12,0.41,Bachelor's,Full-time,Divorced,No,Yes,Business,No,1
O2SEXOFXDI,71,48709,146214,374,24,1,14.94,24,0.87,High School,Self-employed,Widowed,Yes,No,Business,No,1
KMRQMT1L3F,75,31172,120053,740,67,2,17.38,24,0.49,Master's,Unemployed,Divorced,No,Yes,Auto,No,1
Y15ERF9MMX,20,21555,53355,540,60,1,9.03,12,0.27,Master's,Part-time,Married,Yes,No,Business,No,0
FD9ZV6VS6I,57,63276,145938,453,28,9,16.05,24,0.27,PhD,Full-time,Divorced,Yes,Yes,Home Improvement,No,0
KM679ECW7B,63,67492,130426,395,18,9,13.76,48,0.79,High School,Self-employed,Married,No,No,Auto,No,0
EYPXUJ3CKK,41,99599,69027,593,170,7,5.93,24,0.34,High School,Part-time,Married,Yes,Yes,Other,No,1
XUINLZ1OPX,67,21046,193978,508,73,2,8.34,60,0.79,PhD,Part-time,Single,No,No,Auto,Yes,0
RRQFDFZ7MK,49,126021,164210,642,60,6,9.42,48,0.29,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,1
R18JWVM7ZD,64,14853,97601,387,152,4,23.33,36,0.39,Bachelor's,Part-time,Married,No,No,Other,Yes,1
A7TEW1NCY2,39,130900,34956,689,275,1,8.07,24,0.52,Master's,Full-time,Widowed,No,Yes,Home Improvement,No,0
MDDM8PW4LJ,40,69129,109797,624,47,1,9.36,24,0.95,High School,Self-employed,Single,No,Yes,Education,No,1
LNCR7KI9WQ,19,124130,129917,456,210,5,11.13,60,0.94,Bachelor's,Self-employed,Married,No,Yes,Education,Yes,0
9NVIDYDZG3,44,131789,131303,436,342,2,17.6,60,0.29,Master's,Part-time,Divorced,No,No,Other,Yes,1
SAWHIEOCHP,59,48890,141511,727,138,4,5.6,72,0.42,Master's,Full-time,Divorced,Yes,Yes,Home Improvement,No,1
I0W8CZB29N,19,76017,183313,751,109,1,23.99,12,0.23,Master's,Unemployed,Widowed,Yes,Yes,Business,No,0
P8XOFFL1TW,43,142596,47533,440,182,4,22.04,12,0.56,Bachelor's,Self-employed,Divorced,No,Yes,Other,No,0
EX1MZZNDE8,34,110424,164342,382,27,6,15.7,12,0.51,Bachelor's,Full-time,Divorced,Yes,No,Education,No,0
3BEPZPG83W,57,25048,83815,476,196,4,17.83,60,0.91,High School,Full-time,Married,No,Yes,Home Improvement,No,0
8CBHVPC69Q,50,64912,44279,497,190,1,3.37,12,0.94,High School,Full-time,Divorced,No,No,Auto,No,0
VBB1S36ASN,26,44008,114787,720,314,7,10.46,12,0.45,Master's,Part-time,Divorced,Yes,Yes,Home Improvement,No,0
IX8PY6E5Z9,60,141132,159960,700,50,2,20.5,36,0.54,Master's,Unemployed,Divorced,Yes,No,Home Improvement,No,1
QEM5I3EZ4Y,71,93559,153702,770,148,9,4.7,12,0.91,Bachelor's,Part-time,Divorced,No,No,Education,Yes,1
JA9AAA4XEE,65,65337,66063,517,267,3,9.21,24,0.83,Bachelor's,Self-employed,Married,No,Yes,Education,No,1
7C8ISFKY4S,56,120616,132896,474,49,8,15.88,72,0.1,High School,Part-time,Divorced,No,No,Business,No,1
QFEH5NS0UZ,46,23350,171216,322,245,8,8.64,60,0.39,High School,Full-time,Widowed,No,No,Business,No,0
I5H4G48Y9B,59,34354,188233,534,112,3,23.55,48,0.48,PhD,Part-time,Single,No,Yes,Other,Yes,1
8SVHJRYEIC,72,55186,187051,312,169,4,5.88,72,0.31,High School,Full-time,Widowed,No,No,Auto,Yes,1
EX42AHIDVK,43,38145,102661,400,165,2,20.54,36,0.28,Bachelor's,Unemployed,Single,Yes,No,Business,No,0
5A2K8JDQXN,52,96123,143051,835,13,4,14.17,60,0.13,Master's,Part-time,Widowed,No,No,Education,Yes,1
ZHO4KFAB8C,67,30581,162261,822,202,9,19.51,60,0.68,PhD,Part-time,Single,No,No,Home Improvement,Yes,0
YJLNR43YSJ,42,98929,178672,751,287,2,9.84,24,0.34,High School,Part-time,Single,Yes,Yes,Other,Yes,0
YHKNVV6ZFD,41,33051,195632,730,188,3,14.32,72,0.15,High School,Full-time,Single,No,No,Business,No,0
03VMH43MWY,30,61474,128257,832,154,4,21.85,72,0.31,Bachelor's,Full-time,Single,No,No,Home Improvement,No,1
K99O5SURWF,77,101748,197630,592,54,5,13.27,12,0.82,PhD,Part-time,Married,Yes,Yes,Home Improvement,No,0
TH43EUWYVG,75,135995,91205,400,181,1,10.91,24,0.87,High School,Part-time,Widowed,No,Yes,Business,No,1
BADIOCT9RI,24,79626,11910,801,209,7,14.8,12,0.53,Master's,Unemployed,Single,Yes,No,Auto,No,1
IAWKNPHOU1,74,16960,193785,603,74,7,18.78,12,0.47,Bachelor's,Unemployed,Widowed,No,Yes,Auto,No,1
E0FJGMI8RS,53,46408,51857,839,276,9,12.76,60,0.98,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0
GUA6LYLD45,62,104006,39964,654,132,4,23.66,72,0.28,High School,Unemployed,Single,Yes,Yes,Auto,Yes,0
51DEJIMOB2,37,67134,161299,602,342,6,9.49,12,0.29,High School,Unemployed,Widowed,Yes,Yes,Other,No,0
UGJTMD5FE1,18,142413,142050,795,58,2,13.46,36,0.36,PhD,Unemployed,Married,No,Yes,Education,No,1
HNJUXF0JDX,25,100327,22153,526,344,4,19.65,36,0.26,Bachelor's,Full-time,Widowed,No,Yes,Business,No,1
0LV70JXFOC,63,141410,64765,535,181,2,18.16,72,0.44,PhD,Unemployed,Single,Yes,Yes,Home Improvement,No,0
L1EI20DTRW,33,21344,113212,754,338,5,22.0,36,0.92,PhD,Unemployed,Divorced,Yes,Yes,Other,No,1
Y03WJ0SUOX,31,142822,44071,312,320,7,24.93,60,0.65,Bachelor's,Part-time,Widowed,No,Yes,Auto,No,0
9THD1L3616,29,77957,117990,509,63,1,12.39,24,0.47,High School,Full-time,Divorced,No,No,Other,No,0
UFQQ1KSMZE,68,115423,74519,696,326,7,5.45,48,0.94,Master's,Self-employed,Married,No,No,Other,No,1
C2SFPL5GN5,40,68053,14503,399,259,6,3.67,12,0.14,Bachelor's,Self-employed,Widowed,No,No,Auto,Yes,1
8AHPWGU7AZ,32,87454,196775,330,192,6,18.99,48,0.29,Master's,Unemployed,Widowed,No,No,Auto,Yes,0
OLZVVXGM0L,45,100600,100457,827,142,8,22.23,24,0.61,High School,Self-employed,Married,Yes,No,Business,No,1
0BZXXNT61O,51,132732,193938,628,103,8,7.86,24,0.65,PhD,Self-employed,Married,No,Yes,Home Improvement,No,0
XWUWC3ZYO2,19,47641,152977,465,213,6,6.49,60,0.14,Master's,Self-employed,Married,Yes,Yes,Business,Yes,0
EOZVMZ594Q,49,39711,50838,758,241,3,4.37,36,0.46,High School,Unemployed,Single,No,No,Business,No,1
7HUVH2WMNZ,40,80342,130200,399,208,5,21.1,36,0.68,High School,Self-employed,Single,Yes,No,Auto,No,0
5UTX37IN0H,39,116896,194351,472,92,2,9.85,24,0.73,PhD,Unemployed,Widowed,Yes,Yes,Auto,Yes,1
4K3Q1CZLM9,68,97833,94489,461,141,5,11.84,60,0.67,PhD,Part-time,Widowed,No,No,Home Improvement,No,0
VRLQMG2TNT,42,66276,31806,562,111,9,14.06,60,0.39,High School,Part-time,Widowed,Yes,Yes,Other,No,1
KCB0YZMIO6,75,29541,181072,573,58,1,21.47,72,0.18,High School,Self-employed,Divorced,Yes,No,Business,No,1
386CY89BFG,79,104457,158240,302,42,5,17.32,12,0.48,Master's,Part-time,Married,Yes,Yes,Home Improvement,Yes,0
45WSH1O9FU,78,54813,75119,327,206,6,16.53,36,0.22,High School,Unemployed,Widowed,Yes,No,Business,Yes,1
ST5IZ25DKV,39,149892,43714,625,267,7,6.86,24,0.95,High School,Part-time,Married,No,Yes,Other,No,1
WRXW7V5EGI,75,34070,190165,448,295,9,14.29,72,0.53,Master's,Self-employed,Single,Yes,No,Business,Yes,0
E6893HZAPD,75,90559,60419,839,117,6,18.74,48,0.39,Bachelor's,Unemployed,Married,No,No,Education,Yes,1
HMAHEDKGG3,39,51786,185217,787,19,5,24.41,36,0.79,Master's,Full-time,Divorced,Yes,Yes,Home Improvement,Yes,0
5NC4W49W53,66,147809,110432,737,221,7,7.43,12,0.55,Master's,Unemployed,Divorced,No,Yes,Auto,No,1
QATXDES7XX,69,46062,97949,364,165,1,3.21,60,0.38,PhD,Part-time,Married,No,No,Business,Yes,0
KEF4E94OG5,59,61571,138533,655,130,5,4.66,24,0.83,Master's,Full-time,Divorced,No,No,Home Improvement,Yes,0
85UKM0ZMYD,23,35510,150363,832,155,2,11.27,36,0.88,High School,Unemployed,Divorced,Yes,Yes,Home Improvement,Yes,0
PLANUZY67A,32,29426,182876,551,183,4,21.05,48,0.71,High School,Full-time,Single,No,Yes,Business,No,0
I0FUY2OHBH,71,47265,81971,534,89,7,3.16,12,0.14,High School,Full-time,Widowed,No,Yes,Auto,Yes,1
615IE55RDG,60,76150,98471,526,93,5,13.05,12,0.61,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,0
CSRWIWXZ7L,77,97312,69946,824,12,6,10.24,72,0.79,High School,Unemployed,Widowed,No,No,Business,No,1
KMK5UQ0NV9,54,99613,103989,612,321,2,4.15,36,0.22,Bachelor's,Part-time,Married,Yes,Yes,Home Improvement,Yes,0
ZGMLB5FREL,50,84910,89080,348,292,3,12.91,48,0.31,High School,Unemployed,Married,Yes,No,Auto,Yes,1
RQM8E5SR7H,25,62375,197404,417,229,7,8.6,12,0.89,Master's,Part-time,Divorced,No,No,Business,Yes,0
2HBTF247QU,70,131826,82794,353,321,2,10.74,24,0.12,PhD,Unemployed,Married,Yes,Yes,Business,No,1
UZL64RWAAR,77,45435,35841,343,291,6,18.52,12,0.78,High School,Unemployed,Single,Yes,No,Business,No,1
1HU17860U0,61,106443,129447,352,25,5,14.47,48,0.53,Bachelor's,Unemployed,Divorced,Yes,Yes,Home Improvement,Yes,0
TM4BU21P6S,61,144055,125029,824,74,1,5.74,60,0.5,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0
0P1YUQZG70,22,33510,184830,401,298,4,24.15,60,0.11,PhD,Unemployed,Divorced,Yes,No,Home Improvement,Yes,0
GHQTNUVF0W,56,104071,81272,697,149,2,16.99,72,0.84,High School,Full-time,Married,Yes,No,Education,Yes,1
EKGK1P7BNB,21,16640,42643,437,147,4,19.85,36,0.42,Master's,Unemployed,Married,Yes,Yes,Auto,Yes,1
FX5XZD8KYC,23,54547,186480,686,7,1,4.74,48,0.59,High School,Full-time,Divorced,No,Yes,Home Improvement,Yes,1
E16ESDHOG1,62,64620,48950,410,28,2,4.04,72,0.71,High School,Self-employed,Widowed,Yes,Yes,Auto,No,1
CDF9Z7VUC7,49,125608,192921,316,295,8,3.43,12,0.73,PhD,Self-employed,Married,No,No,Education,Yes,0
ZZA2HAX5NC,69,17564,105500,481,208,6,7.15,12,0.96,High School,Part-time,Married,Yes,Yes,Other,Yes,0
0VQOX7VMI1,47,123824,164116,835,127,2,12.12,60,0.58,Master's,Part-time,Divorced,No,Yes,Business,Yes,0
9DWV8U7ND0,64,89273,130588,840,339,6,23.59,72,0.46,Bachelor's,Self-employed,Widowed,No,Yes,Home Improvement,No,0
MZ97EY3BZR,52,84859,20997,470,115,9,13.06,60,0.96,PhD,Unemployed,Divorced,No,Yes,Education,Yes,1
4ZFTERVWOG,72,120017,84751,708,143,7,9.39,24,0.68,Master's,Unemployed,Married,Yes,No,Education,No,1
VS9G3IRPS1,57,133618,103605,677,317,9,15.36,60,0.37,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,0
HHGTO0M7MA,69,135341,159983,487,234,5,5.46,24,0.21,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
USFIKG2O2I,33,39430,60533,529,6,7,16.41,12,0.86,PhD,Full-time,Divorced,No,No,Business,Yes,0
00XFB148AO,30,37788,87566,418,44,7,15.51,72,0.43,Bachelor's,Part-time,Widowed,Yes,No,Auto,Yes,1
D9RAY6NGEQ,67,79346,150643,455,238,3,20.42,24,0.69,Bachelor's,Full-time,Divorced,Yes,No,Home Improvement,Yes,1
N5B0X4XW9B,77,106122,113255,764,154,7,24.71,72,0.52,Master's,Self-employed,Married,No,Yes,Home Improvement,Yes,1
83O43XDXFL,59,49974,194013,403,180,1,8.52,72,0.28,High School,Full-time,Divorced,Yes,No,Home Improvement,No,1
S2E8AOPM67,47,117309,63005,801,214,9,14.21,24,0.64,High School,Unemployed,Widowed,Yes,No,Other,Yes,1
OH3QWO43Y8,36,26371,194784,474,87,6,23.0,36,0.15,High School,Unemployed,Single,No,Yes,Home Improvement,Yes,1
Y87KHFFBOM,34,55084,48541,720,255,5,20.27,60,0.47,High School,Full-time,Widowed,No,Yes,Auto,Yes,0
WZ6OOFSA80,73,71916,28387,433,72,7,13.72,24,0.59,High School,Self-employed,Divorced,Yes,No,Auto,No,1
8GK04MQ7KU,36,83972,98980,690,178,5,23.8,12,0.49,Master's,Full-time,Single,No,No,Home Improvement,Yes,0
2SOA8J2AMI,45,22984,184980,800,211,5,4.26,72,0.77,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0
8HQI1OGUS8,75,43039,90457,332,292,7,23.48,48,0.85,Master's,Unemployed,Widowed,Yes,Yes,Education,Yes,0
K0MB8XA9PW,72,95431,149129,354,233,7,4.11,24,0.79,Master's,Self-employed,Single,Yes,Yes,Education,Yes,0
677WMOIMNZ,43,93691,69028,818,238,3,15.04,60,0.13,Master's,Full-time,Single,Yes,Yes,Business,No,0
63U8659DLA,54,68606,124246,311,222,3,22.59,72,0.27,PhD,Unemployed,Divorced,Yes,No,Other,No,0
GGI3XEWSX5,43,112665,60731,827,118,3,8.78,36,0.58,Master's,Unemployed,Divorced,No,Yes,Home Improvement,Yes,1
881VHI3U7U,70,115373,160930,672,312,6,13.39,12,0.94,Master's,Full-time,Widowed,No,No,Business,No,1
005K5CPXLH,79,34574,184761,783,263,6,10.14,36,0.85,PhD,Full-time,Divorced,Yes,No,Education,No,1
QN173JPE6N,40,144502,49638,527,206,3,23.95,48,0.86,Master's,Part-time,Single,No,No,Home Improvement,Yes,0
QY3HPAIH98,26,42733,182558,606,94,3,21.12,24,0.37,High School,Self-employed,Married,No,Yes,Business,Yes,0
VGACHRZUW3,29,12050,25567,756,221,8,18.6,72,0.49,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
QPZ8EKZ558,70,119996,165811,459,275,8,15.93,24,0.52,Master's,Full-time,Widowed,No,No,Education,No,1
VB57TW256T,18,43933,62804,630,230,7,21.05,60,0.24,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,1
5Q19QQZD6U,75,34951,113821,524,308,4,11.63,24,0.13,Master's,Unemployed,Widowed,Yes,No,Auto,Yes,1
N2MTBT22KX,75,42413,8754,803,118,4,12.85,12,0.95,Master's,Full-time,Married,Yes,No,Education,No,0
4667ZLX5QD,18,122573,32044,755,267,3,19.06,48,0.32,High School,Full-time,Married,Yes,No,Other,No,0
TOQ6LXZ41L,64,145566,72260,344,272,5,10.87,36,0.32,PhD,Full-time,Divorced,Yes,Yes,Education,Yes,0
JKP7LTWK1H,51,132744,71912,513,63,3,4.41,48,0.18,Bachelor's,Part-time,Single,Yes,Yes,Other,No,1
RHU9U4BKZB,49,99431,13706,358,297,8,4.64,72,0.94,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0
37ELLMHHSI,79,53001,13894,494,349,7,5.54,24,0.62,High School,Part-time,Married,Yes,No,Other,No,0
8RYIQX4WNJ,71,77364,154109,788,10,3,22.13,72,0.7,High School,Unemployed,Single,No,No,Home Improvement,Yes,0
NBYYDIJEEA,65,134988,88986,456,97,9,13.39,36,0.92,Bachelor's,Self-employed,Widowed,Yes,Yes,Home Improvement,Yes,0
9X9HT2L9OB,42,55028,86942,525,70,5,18.68,72,0.41,PhD,Part-time,Married,No,Yes,Other,Yes,1
49IQ27BPLC,57,141878,187684,711,57,9,11.64,60,0.66,High School,Full-time,Widowed,No,No,Auto,No,1
O0E6TMOPD4,62,134343,34725,504,289,7,8.69,48,0.13,Master's,Part-time,Single,Yes,Yes,Other,Yes,0
BPGGBC32S1,70,138301,141998,378,250,7,10.64,36,0.27,Master's,Full-time,Widowed,No,Yes,Business,Yes,0
I7EAGHSFFL,18,136295,109555,423,275,6,20.47,36,0.85,Master's,Part-time,Married,No,Yes,Other,No,1
B7C058B5UM,33,44636,14496,770,49,2,16.75,36,0.79,PhD,Part-time,Divorced,No,No,Home Improvement,No,1
PSM1WOSE76,78,34262,61447,517,357,9,23.63,12,0.42,Master's,Part-time,Widowed,Yes,No,Home Improvement,Yes,0
UDMU3HL8DI,56,90435,106604,815,215,6,17.95,48,0.44,Master's,Full-time,Married,No,Yes,Business,No,1
ZNDFEOGYDX,22,138583,165878,403,51,8,15.54,72,0.58,High School,Part-time,Married,No,No,Business,Yes,1
W121M4TLJV,39,51844,93199,692,270,1,16.42,36,0.1,High School,Self-employed,Single,Yes,Yes,Education,Yes,0
B2SDEXKRB3,46,74754,46321,733,83,5,23.73,48,0.32,Master's,Self-employed,Married,No,Yes,Auto,Yes,1
Q9DU0PF70M,72,87129,158728,630,292,1,20.34,36,0.29,Master's,Self-employed,Divorced,No,No,Auto,No,1
JJZTBHG4XP,20,50042,60147,442,125,8,3.53,60,0.33,High School,Full-time,Divorced,No,No,Auto,No,1
HD9ZT0RGXY,29,71665,96396,839,295,8,14.75,60,0.83,Bachelor's,Full-time,Widowed,No,No,Home Improvement,Yes,1
5YJMTN3RKG,43,126953,185738,577,71,1,18.14,60,0.35,PhD,Self-employed,Widowed,No,Yes,Auto,Yes,0
PRSK17UV5N,33,128533,43787,532,295,9,19.47,24,0.27,PhD,Self-employed,Widowed,Yes,Yes,Education,Yes,1
6AV7651DRW,68,83781,199018,828,235,2,7.69,36,0.55,High School,Self-employed,Widowed,No,Yes,Education,Yes,1
BN787HAGMN,54,76262,26727,389,55,9,22.08,24,0.88,PhD,Unemployed,Divorced,Yes,No,Auto,No,0
V8OER7JYT6,39,56600,100081,791,359,1,24.03,48,0.32,High School,Self-employed,Single,No,Yes,Business,Yes,1
TSQPER8TYO,74,86898,127721,498,109,9,8.21,24,0.17,High School,Part-time,Widowed,Yes,Yes,Education,Yes,0
GJD5M0VLOJ,46,40448,73056,661,191,4,22.42,48,0.42,High School,Unemployed,Single,Yes,Yes,Business,No,0
HGFXRD9B4Q,31,36172,139153,740,92,9,5.13,48,0.77,High School,Unemployed,Married,Yes,Yes,Home Improvement,Yes,1
NFCL8C19GT,45,17657,170268,325,349,7,4.23,48,0.6,Bachelor's,Full-time,Married,No,No,Education,Yes,1
ZCVE1F94G7,22,122855,172807,324,55,6,5.84,72,0.84,Master's,Part-time,Widowed,No,No,Business,Yes,1
P09SRT9NSJ,64,17906,85102,693,59,5,4.27,24,0.96,Master's,Full-time,Married,No,No,Auto,Yes,1
YUWP04G5UB,66,71413,161570,806,137,9,21.59,72,0.81,Bachelor's,Full-time,Single,No,Yes,Home Improvement,Yes,1
5INRY84KF4,47,64028,81865,600,38,2,4.3,36,0.64,PhD,Part-time,Single,No,Yes,Other,No,0
805W2UJ1CM,63,17287,167728,638,27,2,8.98,24,0.54,PhD,Full-time,Married,Yes,Yes,Other,No,1
W6SS1I4LA8,79,43660,72695,566,48,9,5.28,36,0.14,Master's,Part-time,Widowed,Yes,No,Auto,No,0
26H4L2KG7I,69,70504,173972,760,124,3,9.5,36,0.99,PhD,Part-time,Single,Yes,No,Home Improvement,No,1
E5BT7PFMI5,22,112979,122235,755,12,8,4.99,48,0.45,Master's,Full-time,Single,No,No,Home Improvement,Yes,0
6LWBN2IA8F,29,44701,183773,659,35,9,17.7,24,0.24,Master's,Self-employed,Divorced,No,No,Home Improvement,No,1
AAFME7Q4M6,33,93300,113777,367,100,8,5.93,36,0.7,Bachelor's,Full-time,Widowed,Yes,No,Home Improvement,No,1
BZN9SCSAD5,43,93560,24033,711,281,4,21.74,60,0.36,PhD,Unemployed,Divorced,No,Yes,Other,No,1
31KM2LVRC2,43,53642,146877,790,85,1,20.98,36,0.63,Bachelor's,Full-time,Married,No,No,Business,No,1
F3P6NH2WWG,65,75160,171923,348,3,4,3.3,60,0.63,Master's,Part-time,Married,Yes,No,Home Improvement,No,1
MPK7ATANZH,38,27602,31832,401,222,9,22.71,24,0.5,Master's,Unemployed,Divorced,Yes,No,Business,No,0
A5N6MXWEJT,56,113320,199509,515,337,2,3.64,72,0.85,Master's,Part-time,Widowed,No,Yes,Home Improvement,No,1
